temperature,humidity,light_intensity,noise_level,pir_motion,ultrasonic_distance,person_count,door_state,window_state,co2_level,gas_leak,smoke_detected,rain_detected,energy_usage,voice_command,room_type,time_of_day,device,state
24.14,59.08,61.75,68.03,0,144.4,0,closed,open,1778.62,0,0,0,1660.73,I am home,kitchen,afternoon,light,OFF
24.85,65.26,30.22,40.73,1,218.32,1,open,closed,1596.3,1,1,0,1876.43,turn off the fan,living_room,night,fan,ON
24.23,21.31,16.96,45.04,0,88.62,3,open,open,1016.93,1,1,1,1694.13,good morning,kitchen,night,fan,ON
35.22,40.8,7.5,10.46,1,106.92,1,open,open,1757.13,0,0,0,1956.03,turn off everything,living_room,morning,window,OPEN
22.13,87.41,59.48,44.63,1,231.35,1,closed,closed,632.41,1,1,0,1791.82,good night,kitchen,evening,fan,ON
33.49,36.03,26.63,72.57,0,36.06,3,open,closed,1406.14,1,0,0,1638.31,turn off the fan,bedroom,evening,fan,ON
21.04,63.08,64.32,63.42,0,241.02,3,closed,open,454.59,0,1,0,1929.16,good night,bathroom,afternoon,fan,ON
30.76,73.26,56.56,14.41,0,287.13,1,closed,closed,982.42,1,1,0,172.19,turn on the light,living_room,evening,fan,ON
35.72,82.77,52.18,40.14,0,235.66,2,closed,open,1011.71,0,1,0,1346.13,close the door,kitchen,night,fan,ON
22.8,48.56,38.38,79.59,0,285.4,0,open,open,1377.5,0,0,1,1177.89,turn off everything,bedroom,afternoon,window,CLOSE
35.94,80.42,28.09,60.7,0,124.88,3,open,closed,662.23,0,1,1,1193.86,I am leaving,bedroom,night,fan,ON
19.59,79.32,81.96,29.01,0,247.42,0,closed,open,1611.53,0,1,0,259.31,it's hot,living_room,morning,fan,ON
19.16,76.17,94.71,48.84,0,248.91,3,closed,open,1566.09,0,0,0,1051.94,good morning,bathroom,afternoon,window,OPEN
37.82,37.88,78.53,58.26,1,92.62,3,open,closed,1664.91,1,0,0,931.33,close the door,bedroom,night,fan,ON
35.37,27.34,20.33,62.2,0,13.29,1,closed,open,1125.72,1,0,0,364.48,start the geyser,living_room,night,fan,ON
21.61,70.09,30.66,29.38,0,63.56,1,closed,open,1140.91,1,0,1,1660.72,open the window,bathroom,morning,fan,ON
20.11,83.11,38.74,65.97,1,207.49,3,open,closed,539.29,1,1,0,902.79,good morning,kitchen,morning,fan,ON
37.71,71.27,79.81,81.98,1,265.15,0,closed,open,1209.16,0,0,0,285.9,open the window,living_room,evening,window,OPEN
29.58,42.99,89.96,16.59,0,208.02,2,open,closed,1296.1,1,0,1,1297.8,start the geyser,living_room,evening,fan,ON
35.83,23.13,11.54,77.6,1,181.64,3,closed,open,359.45,1,0,1,1993.95,open the window,living_room,evening,fan,ON
16.55,56.5,38.22,60.0,1,263.17,1,open,open,1384.08,0,0,1,485.9,start the geyser,kitchen,evening,window,CLOSE
35.99,43.97,63.6,42.2,1,41.05,1,open,open,1719.63,1,0,1,1586.46,I am home,kitchen,evening,fan,ON
39.67,43.34,49.21,35.7,0,35.82,1,closed,open,1766.53,1,1,0,846.08,turn on the light,bathroom,morning,fan,ON
20.81,45.11,16.56,76.38,1,151.28,2,closed,open,396.83,1,1,1,1672.22,turn off the fan,living_room,morning,fan,ON
16.68,73.09,75.68,33.89,0,119.07,0,open,open,1113.18,1,0,1,1179.59,turn off everything,bedroom,evening,fan,ON
32.55,29.9,55.32,36.69,1,23.71,3,open,open,1224.32,0,1,1,1.99,I am leaving,living_room,morning,fan,ON
38.26,34.72,81.19,74.82,0,163.75,0,open,closed,310.35,1,1,1,1707.6,turn off everything,kitchen,night,fan,ON
35.05,54.36,66.05,68.6,1,177.42,2,open,closed,951.21,0,0,0,1996.08,open the window,living_room,morning,ac,ON
35.41,21.35,15.45,44.82,0,239.94,3,open,open,1760.39,1,1,1,480.12,close the door,bathroom,afternoon,fan,ON
34.4,44.3,57.6,49.04,0,268.48,1,open,open,1687.71,0,1,0,351.96,good night,bathroom,night,fan,ON
26.83,52.32,86.01,48.75,0,127.67,3,open,closed,940.89,0,0,1,1177.46,good night,bathroom,afternoon,light,OFF
32.36,31.37,41.68,44.21,1,16.67,2,closed,closed,1021.2,1,0,0,1071.33,I am leaving,kitchen,night,fan,ON
25.29,50.43,72.64,82.56,1,54.71,2,open,closed,880.33,1,0,1,24.12,it's hot,bedroom,morning,fan,ON
33.77,49.49,36.22,27.23,1,28.72,1,closed,open,1328.14,1,0,0,1628.39,turn off the fan,bathroom,afternoon,fan,ON
38.42,48.67,27.03,71.18,1,121.45,0,open,open,1662.15,0,0,1,1535.99,start the geyser,bathroom,evening,window,CLOSE
37.85,57.8,3.27,67.04,0,157.5,0,open,closed,1091.06,1,1,1,1815.26,I am leaving,bedroom,morning,fan,ON
31.82,31.7,41.94,54.24,0,106.51,3,open,open,1488.86,1,0,0,1300.85,open the window,kitchen,night,fan,ON
19.02,24.99,49.6,47.97,1,285.34,1,open,closed,828.55,1,0,0,1930.53,turn off everything,bathroom,afternoon,fan,ON
38.4,62.91,47.15,78.46,1,231.08,3,open,closed,557.86,1,1,1,1871.07,good morning,kitchen,evening,fan,ON
31.25,26.89,23.1,27.09,0,211.71,2,closed,closed,1387.47,1,1,0,1430.3,close the door,living_room,evening,fan,ON
33.84,80.45,45.55,66.1,0,85.62,3,closed,open,1665.98,0,0,0,1744.95,it's hot,living_room,morning,window,OPEN
36.17,37.12,68.49,64.98,0,122.16,2,closed,closed,1537.55,1,0,1,1919.58,good morning,kitchen,evening,fan,ON
16.2,72.76,75.66,34.74,1,234.65,0,closed,open,1546.96,0,1,1,1093.49,good night,living_room,night,fan,ON
26.01,45.94,7.77,29.1,1,21.09,2,open,open,697.53,0,0,1,528.18,open the window,bathroom,morning,window,CLOSE
19.53,80.13,1.93,78.47,1,218.14,3,open,open,1503.36,1,0,1,745.34,open the window,bathroom,evening,fan,ON
29.58,31.65,90.33,51.24,0,171.15,1,closed,open,1011.05,1,0,0,1519.74,close the door,living_room,afternoon,fan,ON
23.67,73.45,5.01,81.97,0,269.8,1,closed,open,1669.72,0,0,0,1210.03,I am leaving,kitchen,morning,light,OFF
30.42,57.62,87.15,45.73,0,252.2,3,open,closed,1815.17,1,1,0,826.54,open the window,bathroom,night,fan,ON
29.46,63.61,56.62,33.98,1,229.49,1,open,closed,1640.08,0,0,1,771.58,turn off everything,living_room,afternoon,window,OPEN
17.36,68.69,79.1,71.51,1,125.98,1,open,open,641.73,1,0,1,307.12,turn on the light,living_room,afternoon,fan,ON
36.08,41.24,9.57,79.7,0,170.73,2,open,open,742.46,0,0,0,56.51,it's hot,living_room,afternoon,ac,ON
19.36,33.73,4.52,64.34,1,237.83,1,closed,open,370.92,1,0,1,1556.28,turn off everything,kitchen,morning,fan,ON
22.07,76.45,33.71,68.06,0,143.75,1,open,open,621.59,1,1,0,697.89,good morning,kitchen,night,fan,ON
19.56,74.41,77.22,72.99,0,205.25,0,closed,closed,476.82,1,1,1,1534.04,start the geyser,bathroom,morning,fan,ON
34.93,67.59,60.93,58.01,1,193.12,2,open,open,1243.26,0,1,0,1620.32,turn off everything,living_room,evening,fan,ON
16.95,76.35,66.3,55.15,0,225.58,2,open,closed,490.12,0,0,1,1013.83,turn off everything,bathroom,afternoon,fan,ON
23.32,37.97,95.5,69.48,0,16.87,0,open,closed,1895.51,1,1,0,1971.88,good night,bathroom,evening,fan,ON
18.33,58.47,31.47,10.85,0,223.34,3,closed,closed,766.98,0,1,1,1408.14,good morning,kitchen,night,fan,ON
37.53,35.16,30.14,10.04,0,129.69,3,open,closed,1761.87,1,1,1,1644.61,I am home,kitchen,morning,fan,ON
20.48,74.32,58.1,39.27,0,100.5,0,closed,closed,704.5,1,0,0,1253.28,close the door,bathroom,evening,fan,ON
32.86,62.85,5.37,36.0,0,237.37,3,open,open,511.8,1,0,0,711.61,open the window,bedroom,evening,fan,ON
16.85,72.99,36.11,31.9,1,167.27,3,closed,closed,913.64,1,1,0,1865.62,good night,bedroom,morning,fan,ON
31.47,31.45,87.61,60.93,0,142.87,2,open,open,1606.2,0,1,1,421.58,good night,living_room,afternoon,fan,ON
26.85,89.86,15.13,19.57,1,203.76,3,open,closed,1673.47,0,1,0,1925.34,it's hot,bathroom,night,fan,ON
24.76,61.47,32.22,10.35,0,79.32,1,closed,closed,1243.27,0,1,0,459.1,close the door,kitchen,evening,fan,ON
20.35,61.74,31.92,59.76,0,179.21,1,closed,closed,1156.93,0,1,1,319.0,good night,living_room,evening,fan,ON
26.71,87.79,17.26,72.81,0,264.46,0,closed,open,1434.86,0,0,1,928.46,turn off everything,living_room,morning,window,CLOSE
32.76,49.48,10.89,26.62,0,202.4,3,open,closed,917.1,0,1,1,475.91,turn on the light,bedroom,afternoon,fan,ON
27.15,60.93,21.55,69.37,0,251.43,2,open,open,1772.25,0,0,0,1524.43,I am home,bathroom,morning,window,OPEN
17.84,46.72,60.76,36.13,1,148.11,2,open,open,456.62,0,0,1,991.97,it's hot,kitchen,afternoon,window,CLOSE
22.82,84.57,49.44,42.99,1,36.33,0,open,closed,852.34,0,1,0,373.05,turn off everything,kitchen,afternoon,fan,ON
39.8,37.49,77.48,31.21,1,59.09,3,closed,closed,1575.66,1,1,1,1205.22,turn off everything,bedroom,afternoon,fan,ON
39.96,52.87,49.17,82.61,1,92.2,1,open,open,1604.78,0,1,0,1063.63,good night,living_room,night,fan,ON
25.37,76.88,40.45,81.75,1,291.87,0,open,closed,429.32,0,0,0,1370.47,it's hot,bedroom,evening,ac,ON
17.52,21.79,99.67,13.09,1,265.16,3,open,closed,1076.86,0,0,1,540.53,good morning,living_room,morning,light,ON
34.88,89.39,65.03,10.73,1,26.76,0,closed,open,489.04,1,0,0,104.63,turn on the light,bedroom,morning,fan,ON
21.76,20.47,56.19,11.06,1,23.03,2,open,open,815.71,1,1,0,743.36,turn off everything,bedroom,night,fan,ON
17.4,83.25,95.21,39.16,1,97.6,2,open,open,799.01,0,0,1,1762.81,open the window,bedroom,afternoon,window,CLOSE
18.96,59.94,55.94,29.31,1,295.09,0,open,open,1237.33,0,0,0,197.13,close the door,bathroom,afternoon,window,OPEN
26.88,58.39,13.84,85.24,1,253.17,3,open,open,1564.12,1,0,0,1870.9,close the door,bathroom,night,fan,ON
27.72,79.93,17.45,87.18,1,137.67,3,open,closed,400.27,1,0,1,1075.61,turn off the fan,living_room,evening,fan,ON
31.03,44.16,15.07,10.52,0,249.05,0,open,open,1948.79,0,0,1,1269.23,open the window,kitchen,morning,window,CLOSE
36.42,24.25,77.47,79.23,0,16.9,1,closed,closed,1754.06,1,1,1,304.11,it's hot,bedroom,evening,fan,ON
29.46,44.36,78.95,25.45,0,24.4,2,open,open,535.57,0,0,1,1566.76,open the window,bathroom,afternoon,window,CLOSE
32.4,27.94,24.37,58.57,0,178.35,1,open,open,1892.52,1,1,1,1427.9,turn off everything,bathroom,afternoon,fan,ON
25.52,42.67,37.42,72.8,1,156.08,3,open,closed,710.14,0,0,0,17.19,close the door,living_room,afternoon,light,ON
26.65,66.97,44.13,69.05,0,244.3,0,closed,open,894.29,0,1,1,126.31,I am home,bathroom,evening,fan,ON
20.98,43.01,75.84,17.6,0,272.27,1,open,closed,750.63,1,0,0,1797.01,turn off the fan,living_room,morning,fan,ON
30.73,39.55,8.01,58.29,0,108.02,0,closed,closed,1669.29,1,0,0,1214.73,it's hot,bedroom,evening,fan,ON
32.07,20.4,90.68,57.43,0,155.08,1,open,open,1017.06,0,0,1,633.68,start the geyser,living_room,morning,window,CLOSE
20.18,41.32,25.95,41.13,1,159.37,3,open,closed,848.28,1,0,1,1123.39,good night,bathroom,night,fan,ON
27.02,86.08,86.47,85.33,1,13.15,2,open,open,1390.01,1,1,1,1390.12,open the window,kitchen,night,fan,ON
17.11,22.76,84.83,10.5,0,231.51,0,closed,open,1416.31,1,0,0,974.53,it's hot,bedroom,evening,fan,ON
31.53,75.48,3.19,34.31,0,69.12,3,closed,open,1996.71,1,0,0,624.82,I am leaving,bedroom,morning,fan,ON
17.01,42.4,61.46,15.8,0,77.11,1,closed,open,1144.33,0,1,1,1386.55,turn on the light,bathroom,night,fan,ON
29.57,88.47,20.41,10.02,1,193.8,2,closed,open,1312.86,0,0,0,1717.66,good night,bathroom,morning,window,OPEN
20.75,81.03,94.45,51.77,1,44.33,1,open,open,1810.35,0,1,1,851.71,turn on the light,living_room,afternoon,fan,ON
25.44,49.92,79.41,55.82,0,255.2,2,closed,closed,1679.23,1,1,0,1627.58,start the geyser,living_room,morning,fan,ON
29.29,24.56,10.34,62.4,0,54.58,0,closed,closed,1350.88,1,1,1,1748.73,good morning,bedroom,afternoon,fan,ON
19.5,45.22,2.65,63.13,1,107.37,3,closed,closed,1943.09,1,1,1,1741.48,turn on the light,kitchen,morning,fan,ON
39.95,37.28,36.3,70.6,1,97.67,3,closed,closed,675.25,0,0,0,1995.87,close the door,living_room,evening,ac,ON
31.97,70.09,62.95,38.93,0,228.7,2,closed,open,1491.6,1,1,1,817.42,I am home,bathroom,morning,fan,ON
21.92,61.95,81.8,60.46,1,182.85,2,open,closed,796.09,0,0,0,286.24,good night,bathroom,night,light,OFF
23.81,60.01,91.43,12.32,0,119.72,0,open,closed,1986.75,1,1,1,1015.11,turn on the light,kitchen,morning,fan,ON
29.98,43.95,13.71,56.97,0,64.83,1,closed,closed,1831.31,1,1,0,1211.58,I am leaving,bathroom,evening,fan,ON
35.11,39.55,95.11,88.7,1,141.3,2,closed,open,993.2,0,1,0,1320.82,it's hot,kitchen,evening,fan,ON
38.81,82.96,10.64,84.4,0,190.73,3,closed,open,576.62,1,0,0,872.34,turn off the fan,bathroom,morning,fan,ON
26.3,55.57,83.81,29.44,1,219.51,1,closed,closed,1879.63,0,1,1,38.01,good night,bedroom,evening,fan,ON
19.63,40.21,28.45,28.34,1,297.91,1,closed,open,1342.21,0,0,1,860.55,turn on the light,kitchen,evening,window,CLOSE
26.84,54.36,29.5,14.42,1,281.42,3,open,closed,1828.78,1,0,1,1014.53,close the door,bathroom,night,fan,ON
32.48,61.73,67.19,32.34,1,221.4,3,open,closed,1030.95,1,0,0,1199.09,start the geyser,bathroom,afternoon,fan,ON
21.46,78.31,67.66,17.14,0,79.49,3,open,open,1908.3,0,0,0,488.07,it's hot,bathroom,afternoon,window,OPEN
19.0,36.81,20.91,76.66,1,211.5,3,closed,closed,1026.83,1,0,0,957.36,start the geyser,bedroom,evening,fan,ON
28.32,40.87,17.25,17.98,0,210.11,3,open,open,1850.47,0,1,1,618.39,good morning,living_room,afternoon,fan,ON
26.0,35.07,49.33,57.16,0,46.0,1,closed,closed,1686.79,1,1,1,617.33,good morning,bedroom,morning,fan,ON
33.35,87.94,86.35,83.93,1,34.56,2,open,open,474.31,0,0,0,207.55,turn off the fan,bedroom,night,ac,ON
16.98,20.11,23.62,34.31,0,46.46,0,open,closed,1541.77,1,1,1,1742.66,turn off the fan,kitchen,evening,fan,ON
33.1,81.01,85.89,34.46,1,113.94,2,open,closed,1043.9,0,1,1,1994.01,start the geyser,bedroom,evening,fan,ON
24.09,83.75,77.76,69.51,0,200.61,1,open,closed,998.84,1,0,0,1374.63,open the window,living_room,night,fan,ON
19.25,25.22,57.4,87.24,0,43.19,2,closed,closed,1398.11,1,0,0,1368.7,I am leaving,living_room,evening,fan,ON
37.63,47.66,22.39,41.25,1,283.12,3,closed,closed,1960.27,1,1,1,478.56,good morning,living_room,evening,fan,ON
35.89,62.4,5.67,32.58,1,95.66,0,closed,open,1084.33,0,0,1,1491.87,turn on the light,living_room,evening,window,CLOSE
22.63,40.63,4.22,30.87,0,202.0,1,open,open,397.87,1,1,0,1965.69,I am leaving,bedroom,morning,fan,ON
27.98,77.63,57.67,26.84,0,294.79,3,open,open,1351.85,1,1,0,970.97,open the window,bathroom,morning,fan,ON
25.64,46.89,48.97,15.87,0,177.01,0,open,closed,1338.14,1,1,0,5.06,good morning,bathroom,evening,fan,ON
38.67,25.1,32.63,12.6,0,51.52,1,open,open,930.11,0,1,0,3.8,close the door,bathroom,morning,fan,ON
35.12,63.92,87.39,30.94,1,122.32,2,open,open,743.83,1,0,0,1641.96,I am leaving,bathroom,afternoon,fan,ON
20.17,55.3,41.93,80.24,1,12.45,1,closed,closed,1165.68,1,1,0,682.88,open the window,bedroom,afternoon,fan,ON
26.03,84.27,26.7,21.65,1,176.37,1,open,closed,1474.71,1,0,1,472.92,close the door,bathroom,evening,fan,ON
38.24,21.04,92.24,41.6,1,165.94,2,open,closed,1448.17,0,1,0,825.53,good morning,bedroom,night,fan,ON
39.35,80.95,77.79,44.51,0,162.98,0,closed,closed,1061.11,1,0,0,1387.45,close the door,bedroom,afternoon,fan,ON
31.42,38.62,61.42,49.78,1,162.49,0,open,open,1800.63,0,1,0,55.06,open the window,living_room,morning,fan,ON
33.64,27.29,33.99,33.54,0,134.2,1,open,closed,696.79,1,0,0,1624.3,I am leaving,bedroom,night,fan,ON
30.93,55.1,87.49,18.7,1,233.93,1,open,open,1931.4,0,1,0,1154.97,turn on the light,living_room,afternoon,fan,ON
28.67,77.83,86.89,29.57,0,67.02,2,closed,closed,1964.08,0,0,0,1137.79,I am leaving,bedroom,afternoon,window,OPEN
27.37,27.68,95.18,31.35,1,149.34,3,open,closed,1791.88,0,1,1,219.4,turn off everything,living_room,evening,fan,ON
19.78,58.93,2.43,39.27,1,172.28,3,closed,open,848.12,1,1,0,1568.99,turn off everything,kitchen,night,fan,ON
16.27,72.76,77.67,77.89,0,123.15,3,closed,open,515.22,1,1,0,216.02,turn on the light,kitchen,morning,fan,ON
30.29,78.61,91.73,88.3,1,238.02,3,closed,closed,639.97,0,1,0,806.2,turn off the fan,living_room,afternoon,fan,ON
26.38,30.66,33.8,66.31,0,262.71,0,open,closed,626.22,0,0,1,1057.76,open the window,kitchen,night,light,OFF
27.09,35.97,60.56,80.91,0,46.71,2,open,closed,762.92,0,0,1,1787.48,good night,living_room,afternoon,light,OFF
39.0,24.88,94.61,13.81,1,248.29,3,open,open,1752.4,0,1,0,1550.7,turn off the fan,living_room,afternoon,fan,ON
20.43,24.38,92.8,15.98,0,290.72,1,open,closed,1233.16,1,1,0,1405.15,I am home,bathroom,morning,fan,ON
33.97,79.94,78.24,14.61,1,46.78,2,closed,open,1644.19,1,0,1,748.4,it's hot,bathroom,evening,fan,ON
28.68,31.09,65.28,13.6,1,237.3,3,closed,open,1058.58,0,0,0,496.31,good night,kitchen,afternoon,light,OFF
28.29,50.16,64.94,61.77,1,116.85,3,open,open,1352.08,0,0,0,1696.58,open the window,bedroom,morning,window,OPEN
34.55,74.51,45.53,11.65,1,95.96,1,closed,closed,394.54,1,0,0,691.2,close the door,living_room,night,fan,ON
38.1,71.2,96.17,72.6,1,191.75,2,open,open,1819.5,0,0,1,896.6,I am leaving,living_room,night,window,CLOSE
31.93,87.42,76.31,29.96,0,170.68,0,closed,closed,1650.69,0,1,1,282.56,good morning,kitchen,evening,fan,ON
28.86,63.33,97.14,71.07,1,160.41,1,open,open,1668.97,0,0,0,1788.44,it's hot,bathroom,morning,window,OPEN
18.8,61.46,74.84,86.83,1,20.64,1,open,closed,1048.68,1,1,1,1991.59,I am home,living_room,morning,fan,ON
18.41,89.59,21.32,26.08,0,279.45,3,closed,open,657.73,1,1,0,1650.35,open the window,kitchen,afternoon,fan,ON
17.57,64.68,89.68,51.73,1,52.75,1,closed,closed,481.29,1,0,1,1995.35,good morning,living_room,morning,fan,ON
22.9,22.36,84.33,89.31,0,42.44,3,closed,closed,510.35,0,1,0,1565.6,turn on the light,bedroom,afternoon,fan,ON
21.27,88.3,30.25,15.2,0,214.46,3,open,closed,1860.16,0,0,0,62.67,start the geyser,kitchen,evening,window,UNLOCKED
34.7,83.42,91.77,61.76,0,154.74,2,open,open,1773.78,1,1,1,1643.11,turn off the fan,bathroom,afternoon,fan,ON
17.94,74.01,14.51,73.14,0,48.48,0,closed,open,728.18,0,1,1,1718.3,turn on the light,bathroom,afternoon,fan,ON
26.35,68.8,61.0,37.85,1,195.56,3,open,open,1603.21,0,1,0,1119.94,start the geyser,bedroom,night,fan,ON
25.43,58.45,33.86,33.6,1,131.79,0,open,closed,1115.52,1,0,0,1388.22,turn on the light,kitchen,afternoon,fan,ON
19.69,24.72,36.31,34.86,1,16.29,0,closed,open,1435.59,0,0,0,1861.18,turn off everything,bedroom,night,window,OPEN
16.75,48.38,71.68,80.74,1,271.77,3,closed,closed,1781.97,1,1,0,590.01,start the geyser,living_room,evening,fan,ON
22.56,33.17,11.4,38.44,1,178.25,3,open,closed,1285.45,0,1,0,175.51,good morning,bedroom,afternoon,fan,ON
39.27,38.37,70.35,60.56,1,30.15,3,closed,closed,589.16,0,1,1,93.63,turn on the light,living_room,morning,fan,ON
16.52,84.48,15.98,41.05,0,154.29,2,closed,closed,1093.77,0,0,1,1513.23,it's hot,living_room,morning,ac,ON
32.73,63.78,38.18,14.13,1,184.29,0,open,open,1962.18,1,0,1,1548.54,good morning,kitchen,evening,fan,ON
28.11,67.56,6.23,82.85,1,282.01,0,closed,open,1517.98,1,0,1,643.32,start the geyser,bathroom,morning,fan,ON
27.65,82.01,5.91,34.63,1,45.88,2,open,open,1733.48,0,0,0,686.86,open the window,kitchen,morning,light,ON
36.59,83.89,16.01,74.74,1,27.56,2,open,open,1551.7,1,0,1,921.26,start the geyser,kitchen,morning,fan,ON
35.94,37.9,24.02,83.33,1,31.59,2,closed,open,1215.8,1,1,0,1445.74,turn off the fan,living_room,afternoon,fan,ON
17.74,27.18,17.97,66.31,1,191.1,3,closed,closed,615.98,1,0,1,312.08,good morning,kitchen,afternoon,fan,ON
18.71,55.83,56.24,79.08,0,273.52,3,closed,closed,1239.22,1,0,1,673.49,turn on the light,living_room,morning,fan,ON
39.7,87.16,22.96,67.1,0,62.05,0,closed,open,1117.27,1,0,0,1883.07,turn off the fan,living_room,evening,fan,ON
33.45,84.38,87.62,19.97,1,261.28,0,closed,open,1702.8,0,1,1,1482.18,close the door,living_room,afternoon,fan,ON
37.8,43.47,35.01,30.43,0,137.21,1,open,closed,520.16,0,1,1,760.85,good morning,kitchen,evening,fan,ON
24.95,30.16,57.48,75.75,1,236.16,1,closed,open,1350.21,1,0,0,258.32,good night,kitchen,night,fan,ON
35.54,47.39,92.16,23.61,0,81.92,0,closed,closed,415.35,0,0,0,235.6,good night,bedroom,afternoon,ac,ON
34.48,78.33,59.04,16.27,1,110.26,0,closed,open,529.72,1,1,1,720.2,I am home,living_room,night,fan,ON
18.82,51.42,18.06,36.29,0,172.56,2,open,open,865.26,0,0,0,1433.41,turn on the light,living_room,morning,fan,LOCKED
33.27,55.36,45.5,42.25,1,154.63,3,open,open,1112.16,1,1,0,429.68,I am leaving,living_room,evening,fan,ON
37.46,70.24,38.13,45.01,0,218.1,1,closed,open,1516.63,1,1,0,155.79,open the window,bathroom,morning,fan,ON
29.4,40.9,99.22,40.82,0,32.63,2,closed,closed,410.47,1,1,0,216.7,turn off everything,bathroom,afternoon,fan,ON
37.44,63.96,1.33,54.03,1,268.02,0,open,closed,1781.34,1,1,0,940.83,turn on the light,bathroom,morning,fan,ON
23.23,45.12,81.96,46.21,0,158.54,3,open,open,1830.53,1,1,0,1626.66,close the door,bedroom,night,fan,ON
24.78,43.45,44.55,24.01,1,43.34,1,open,closed,1723.15,0,0,0,627.3,turn off everything,bedroom,evening,window,OPEN
29.32,59.26,36.17,32.23,1,253.16,1,open,closed,1128.72,0,0,0,666.47,turn off everything,bathroom,night,light,OFF
33.58,39.16,78.3,61.61,1,13.63,3,open,open,640.91,1,1,0,1496.91,it's hot,bathroom,night,fan,ON
25.41,80.91,52.43,31.54,0,226.55,0,closed,open,838.05,1,0,1,748.34,good morning,living_room,afternoon,fan,ON
18.6,29.23,44.78,82.41,0,39.0,3,closed,open,613.88,0,1,1,1502.54,turn off the fan,bedroom,afternoon,fan,ON
28.62,28.9,79.53,21.97,1,44.35,3,open,closed,1996.48,1,1,1,426.28,it's hot,living_room,evening,fan,ON
21.6,87.19,60.93,82.02,1,292.69,0,open,closed,500.94,0,1,0,1116.33,turn on the light,living_room,morning,fan,ON
30.94,66.03,90.73,15.58,0,34.5,0,closed,closed,724.38,0,0,1,559.65,I am leaving,kitchen,morning,ac,ON
24.97,87.73,9.04,82.35,0,77.23,0,open,open,807.5,1,1,0,976.37,turn off everything,bathroom,night,fan,ON
30.4,64.63,98.97,73.41,0,22.07,2,open,closed,1088.44,0,1,0,8.99,turn off everything,living_room,evening,fan,ON
28.16,59.77,71.97,77.07,1,243.51,2,open,closed,1100.76,0,0,1,1413.04,I am leaving,bathroom,evening,light,OFF
20.51,55.08,20.61,23.82,0,120.8,1,open,open,1372.66,1,1,0,746.9,start the geyser,bedroom,afternoon,fan,ON
22.69,59.61,82.47,54.99,0,104.88,2,closed,closed,682.85,0,1,1,994.59,it's hot,kitchen,evening,fan,ON
37.99,33.21,70.17,75.78,1,131.13,2,closed,closed,1578.09,1,0,1,1804.81,close the door,kitchen,evening,fan,ON
38.06,22.87,76.57,85.86,1,127.29,2,closed,open,612.66,1,0,0,492.28,close the door,living_room,night,fan,ON
29.74,26.72,21.48,79.68,1,216.9,2,closed,closed,442.08,0,1,1,434.16,turn off the fan,living_room,night,fan,ON
39.49,25.09,15.62,11.23,1,54.04,3,open,closed,1768.37,1,0,0,34.3,I am leaving,bedroom,morning,fan,ON
31.26,44.69,86.23,37.22,1,261.86,0,open,open,772.17,0,0,0,1417.5,I am home,living_room,evening,ac,ON
36.43,60.45,71.52,60.36,0,87.48,0,closed,closed,548.71,1,0,1,518.64,it's hot,living_room,evening,fan,ON
39.47,59.37,69.49,20.52,0,183.1,2,closed,open,1502.82,1,1,1,997.37,turn off everything,living_room,night,fan,ON
25.63,33.03,45.32,19.95,1,187.53,3,closed,open,447.71,0,1,1,810.04,good night,living_room,night,fan,ON
22.26,52.05,93.28,44.03,1,183.68,3,open,closed,1831.66,0,0,0,1113.14,turn on the light,kitchen,morning,light,ON
21.01,64.13,62.67,14.8,1,247.53,3,closed,open,804.68,1,0,0,318.83,it's hot,kitchen,night,fan,ON
20.57,89.9,50.69,26.46,1,158.95,3,open,closed,468.86,1,0,1,318.82,turn on the light,bathroom,afternoon,fan,ON
26.69,86.03,55.09,71.93,0,75.92,3,closed,open,362.12,1,0,0,959.4,turn off the fan,kitchen,night,fan,ON
31.89,57.58,61.09,26.91,1,259.43,1,open,closed,420.97,1,1,1,1554.33,I am leaving,living_room,evening,fan,ON
19.86,48.83,1.35,45.59,1,176.99,1,open,closed,677.16,1,0,0,750.07,close the door,bathroom,night,fan,ON
19.48,43.08,95.26,48.69,1,237.06,3,open,closed,1742.1,0,1,0,1010.76,turn on the light,bathroom,night,fan,ON
22.87,79.72,24.19,36.5,1,70.75,0,closed,closed,398.66,0,0,1,209.47,close the door,bathroom,evening,light,ON
37.62,41.03,69.88,50.05,1,102.9,3,open,open,1009.21,1,1,0,1888.61,it's hot,kitchen,evening,fan,ON
16.54,68.7,20.61,76.39,1,175.15,0,open,open,494.71,1,1,0,258.61,good night,living_room,afternoon,fan,ON
26.85,87.09,52.7,74.63,1,213.06,0,closed,closed,1634.63,0,1,1,657.8,good morning,bedroom,afternoon,fan,ON
23.95,72.44,17.62,17.06,1,56.67,3,open,open,994.96,1,1,1,611.54,start the geyser,kitchen,afternoon,fan,ON
39.37,22.88,38.3,56.18,0,183.79,1,open,open,1322.19,0,0,0,1961.86,turn off everything,kitchen,evening,ac,ON
18.02,25.32,16.17,17.31,1,120.38,1,open,closed,878.67,0,1,1,701.09,turn off everything,kitchen,morning,fan,ON
35.15,51.72,35.32,60.8,0,178.12,0,closed,closed,1303.8,0,1,1,1436.5,close the door,living_room,night,fan,ON
