temperature,humidity,light_intensity,noise_level,pir_motion,person_count,door_state,window_state,co2_level,gas_leak,smoke_detected,rain_detected,voice_command,room_type,time_of_day,device,state
26.8,45.39,98.3,21.51,1,2,open,open,1293.92,1,0,1,deactivate the light,garage,afternoon,light,OFF
37.61,36.16,15.97,76.67,1,2,open,closed,597.7,1,1,0,is the water_motor off,bedroom,morning,water_motor,OFF
27.01,45.26,86.21,44.72,0,1,closed,open,906.37,0,0,0,turn on the geyser,kitchen,evening,geyser,ON
25.29,83.8,89.1,76.75,0,0,open,open,532.8,1,1,0,what s up with the cctv_camera,bathroom,morning,cctv_camera,ON
23.06,74.32,76.26,71.17,1,3,closed,closed,1905.06,0,1,0,switch off the phone_charger,garage,evening,phone_charger,OFF
26.54,89.68,90.01,15.74,0,2,closed,closed,1497.54,1,1,1,activate the fan,office,morning,fan,ON
39.91,67.57,92.15,72.76,1,1,closed,closed,529.15,1,0,1,start the window,kitchen,morning,window,ON
28.66,46.95,36.39,69.26,1,3,closed,closed,1751.75,0,0,0,stop the dehumidifier,balcony,afternoon,dehumidifier,OFF
24.08,69.44,47.37,54.64,0,2,open,closed,1020.08,0,0,1,check the refrigerator,bedroom,evening,refrigerator,ON
15.09,48.44,64.87,58.7,1,2,closed,open,982.61,1,0,1,start the water_motor,bathroom,evening,water_motor,ON
26.3,35.21,8.96,14.32,1,3,open,open,1974.6,0,0,1,stop the aquarium_pump,office,evening,aquarium_pump,OFF
39.46,48.59,90.05,28.67,1,2,closed,open,1839.62,1,0,0,activate the music_system,living_room,evening,music_system,ON
25.53,35.47,38.82,56.05,1,2,open,open,1722.27,0,0,1,switch off the window,office,morning,window,OFF
36.21,28.49,24.49,49.92,1,1,closed,open,1636.87,0,1,0,switch off the door,bathroom,evening,door,OFF
17.69,64.49,98.74,43.81,0,2,open,closed,509.14,0,1,0,what s up with the phone_charger,living_room,evening,phone_charger,ON
19.17,55.93,40.2,61.87,1,2,open,open,874.78,0,1,0,turn on the phone_charger,bedroom,evening,phone_charger,ON
17.06,61.72,44.14,77.66,0,0,closed,open,1184.72,1,1,1,how s the humidifier,office,afternoon,humidifier,ON
31.6,75.31,62.89,13.3,1,0,open,closed,434.16,1,1,1,switch off the music_system,office,night,music_system,OFF
27.16,47.09,88.65,42.26,0,3,closed,open,716.03,1,0,1,is the heater off,living_room,morning,heater,OFF
19.67,72.47,82.3,71.44,0,1,open,open,1004.4,1,0,0,how s the tv,kitchen,morning,tv,ON
38.68,73.25,77.2,79.21,1,1,open,closed,1272.56,0,0,0,check the door,garage,night,door,ON
15.06,64.49,46.96,34.62,0,2,closed,closed,1007.57,1,1,0,start the heater,bedroom,morning,heater,ON
16.27,46.2,85.82,21.38,1,0,open,open,1414.48,0,1,0,status of the phone_charger,bedroom,evening,phone_charger,ON
34.13,50.11,84.35,16.03,0,2,open,open,1883.71,0,1,0,status of the music_system,bedroom,night,music_system,ON
30.61,77.74,75.21,29.26,0,1,closed,closed,501.86,1,1,0,how s the cctv_camera,living_room,evening,cctv_camera,ON
34.64,28.01,25.17,74.03,0,1,closed,open,1913.46,0,1,0,is the heater on,bathroom,night,heater,ON
30.25,50.49,6.4,14.81,0,3,open,open,1964.45,1,1,0,activate the music_system,bedroom,afternoon,music_system,ON
38.13,72.41,65.86,47.35,1,1,open,closed,544.18,0,1,1,is the cctv_camera on,office,morning,cctv_camera,ON
24.43,87.65,30.03,76.46,0,3,open,closed,1744.75,1,0,1,turn off the tv,balcony,night,tv,OFF
33.42,33.96,68.7,62.4,1,1,closed,closed,1610.52,1,0,0,is the refrigerator on,office,night,refrigerator,ON
21.25,51.48,7.55,76.43,1,0,closed,closed,403.57,0,0,1,start the refrigerator,balcony,afternoon,refrigerator,ON
38.8,47.96,92.88,37.39,0,2,closed,closed,1300.68,1,0,1,how s the fan,kitchen,morning,fan,ON
26.47,70.24,82.17,37.68,1,2,open,open,871.98,1,0,1,status of the air_purifier,bedroom,night,air_purifier,ON
29.38,60.1,70.94,13.95,0,0,closed,open,434.44,1,0,1,how s the aquarium_pump,bedroom,evening,aquarium_pump,ON
29.21,24.96,7.2,46.49,0,1,open,open,615.67,1,0,0,how s the desk_lamp,bathroom,morning,desk_lamp,ON
22.71,88.48,59.74,33.49,1,1,closed,open,808.24,1,0,1,close the cctv_camera,office,afternoon,cctv_camera,OFF
29.57,56.04,37.13,17.03,1,3,open,closed,1615.32,0,1,1,how s the heater,kitchen,night,heater,ON
27.7,47.98,18.73,37.39,1,3,open,open,438.71,1,0,0,is the refrigerator on,balcony,morning,refrigerator,ON
23.75,44.35,33.43,59.81,0,3,open,closed,490.35,0,0,1,what s up with the coffee_maker,office,afternoon,coffee_maker,OFF
15.46,48.46,88.38,53.65,0,3,closed,closed,614.57,0,0,0,deactivate the dehumidifier,balcony,morning,dehumidifier,OFF
21.89,88.91,44.6,20.93,1,0,open,closed,1335.43,1,0,0,turn off the geyser,office,afternoon,geyser,OFF
19.13,58.95,96.25,39.03,0,1,closed,open,412.83,1,1,0,stop the tv,office,morning,tv,OFF
16.06,53.67,35.41,37.05,1,3,closed,open,1768.53,0,1,0,start the air_purifier,bathroom,afternoon,air_purifier,ON
26.47,64.82,99.5,66.59,0,1,open,open,714.06,0,1,0,what s up with the door,garage,evening,door,ON
25.61,49.53,80.26,58.1,0,1,closed,open,595.53,1,0,0,is the tv off,balcony,evening,tv,OFF
33.93,60.01,8.5,56.34,0,1,closed,closed,1691.1,1,0,1,turn on the refrigerator,balcony,morning,refrigerator,ON
20.05,46.97,35.28,14.63,1,0,closed,closed,810.44,1,1,1,turn off the water_motor,bedroom,morning,water_motor,OFF
30.06,76.01,36.52,44.96,0,1,closed,open,1325.39,1,1,1,turn off the geyser,office,morning,geyser,OFF
25.76,21.04,60.02,24.79,1,0,open,open,1566.51,1,0,1,close the coffee_maker,bedroom,night,coffee_maker,OFF
19.3,54.65,17.12,30.27,1,1,open,closed,585.04,0,0,1,status of the desk_lamp,garage,night,desk_lamp,ON
38.32,85.71,80.11,39.37,0,2,open,open,1435.68,1,0,1,close the door,living_room,night,door,OFF
32.77,32.1,86.53,16.53,1,1,open,closed,1695.32,1,0,1,what s up with the desk_lamp,bedroom,night,desk_lamp,ON
19.02,35.44,46.17,36.44,1,1,open,open,417.34,0,0,0,status of the fan,garage,afternoon,fan,ON
30.07,25.7,92.02,28.87,0,1,closed,open,1109.84,0,1,1,deactivate the water_motor,office,night,water_motor,OFF
22.9,89.41,95.91,67.89,1,1,closed,open,902.92,1,0,1,open the dehumidifier,bedroom,afternoon,dehumidifier,ON
28.24,42.83,65.57,39.45,0,3,closed,closed,1446.9,0,0,0,activate the ac,garage,afternoon,ac,ON
24.78,84.02,46.11,52.08,1,0,closed,closed,1016.19,0,0,1,turn on the geyser,balcony,evening,geyser,ON
18.8,37.74,96.02,14.59,0,2,open,closed,1503.61,0,1,1,what s up with the tv,living_room,night,tv,ON
16.96,25.24,13.28,18.49,1,3,closed,closed,1883.72,0,1,1,status of the light,balcony,night,light,ON
22.61,62.3,88.7,23.55,1,2,open,closed,1488.05,0,0,1,close the light,garage,morning,light,OFF
28.34,64.51,84.38,37.15,1,1,open,open,1676.19,0,0,1,activate the heater,balcony,evening,heater,ON
39.51,52.77,67.47,54.06,1,1,open,open,1562.53,1,1,1,is the curtain off,balcony,night,curtain,OFF
27.1,32.66,29.17,55.74,0,1,open,open,1457.92,0,1,1,status of the air_purifier,bedroom,afternoon,air_purifier,ON
19.0,35.38,91.24,69.41,1,0,closed,open,870.87,0,1,1,status of the aquarium_pump,bathroom,morning,aquarium_pump,ON
22.78,45.07,26.22,42.49,0,1,closed,open,1800.51,0,0,0,switch on the geyser,bedroom,morning,geyser,ON
28.8,48.69,40.7,55.32,0,2,closed,closed,1462.4,1,0,1,stop the aquarium_pump,garage,afternoon,aquarium_pump,OFF
28.9,81.23,58.45,57.92,0,3,closed,closed,1769.87,1,0,1,turn off the water_motor,garage,evening,water_motor,OFF
36.21,82.79,23.21,29.46,0,0,open,closed,652.43,0,1,1,open the water_motor,bedroom,morning,water_motor,ON
37.71,21.2,91.64,61.92,0,0,closed,open,1269.12,0,0,1,activate the tv,bedroom,night,tv,ON
36.19,86.76,32.82,50.18,1,2,closed,closed,1280.89,1,0,0,open the tv,garage,afternoon,tv,ON
27.01,65.15,92.41,16.12,0,2,closed,open,1605.01,1,0,1,start the window,balcony,afternoon,window,ON
15.59,30.31,22.49,22.51,1,1,open,open,1968.69,0,0,1,is the cctv_camera off,living_room,night,cctv_camera,OFF
21.15,31.68,10.06,63.22,1,3,open,closed,806.4,0,1,0,switch on the air_purifier,office,afternoon,air_purifier,ON
23.63,64.89,60.24,69.18,0,0,closed,closed,760.25,0,1,0,turn off the light,office,night,light,OFF
26.67,78.01,8.85,31.95,0,0,closed,open,1805.95,0,1,1,check the cctv_camera,living_room,night,cctv_camera,ON
39.67,80.98,72.79,74.63,1,0,open,closed,1347.68,1,0,0,what s up with the door,office,night,door,ON
30.98,41.82,73.81,62.2,1,3,open,open,782.62,0,0,0,turn on the door,bedroom,night,door,ON
38.0,46.86,59.07,57.7,1,3,closed,closed,756.71,0,1,1,deactivate the air_purifier,office,night,air_purifier,OFF
23.93,48.49,72.27,67.64,1,2,closed,closed,571.37,1,1,1,status of the coffee_maker,office,night,coffee_maker,OFF
27.27,85.94,88.19,44.56,1,1,closed,closed,1914.7,1,1,1,turn on the humidifier,balcony,morning,humidifier,ON
29.36,63.72,16.19,75.92,0,1,open,open,655.76,1,1,0,open the coffee_maker,kitchen,night,coffee_maker,OFF
24.24,24.62,72.64,63.79,1,1,open,closed,1830.83,0,1,1,close the ac,bathroom,afternoon,ac,OFF
33.98,81.07,34.57,40.4,0,0,open,open,1281.81,0,1,1,status of the refrigerator,kitchen,afternoon,refrigerator,ON
19.61,29.44,93.85,18.79,1,3,closed,open,518.0,0,1,1,status of the geyser,office,afternoon,geyser,ON
24.69,27.28,61.22,47.82,0,1,open,closed,574.66,1,1,1,stop the fan,bedroom,night,fan,OFF
17.72,36.16,43.72,31.13,0,2,closed,open,1002.74,1,0,0,stop the window,office,afternoon,window,OFF
23.03,29.89,72.59,36.56,0,0,open,closed,1332.81,0,1,0,switch on the air_purifier,garage,morning,air_purifier,ON
16.61,69.04,96.57,79.61,0,3,open,closed,962.83,1,0,1,turn on the tv,bedroom,night,tv,ON
23.97,79.73,88.9,58.69,1,0,open,closed,620.7,1,1,1,how s the desk_lamp,bedroom,night,desk_lamp,ON
33.78,69.18,47.41,55.19,1,3,closed,closed,1263.22,1,1,1,switch on the phone_charger,bedroom,night,phone_charger,ON
30.39,73.08,64.31,53.4,0,0,closed,closed,1249.26,1,1,1,open the refrigerator,office,morning,refrigerator,ON
36.76,26.56,97.34,62.88,0,1,open,open,1730.91,1,1,0,what s up with the refrigerator,garage,evening,refrigerator,ON
25.63,34.99,73.94,63.48,1,1,open,open,401.48,0,1,0,turn on the light,kitchen,afternoon,light,ON
19.54,66.3,33.37,42.63,0,0,closed,closed,1662.42,1,0,1,check the tv,kitchen,morning,tv,ON
22.67,44.32,61.54,35.73,0,3,open,closed,598.9,1,0,0,turn off the refrigerator,office,night,refrigerator,OFF
32.82,48.44,53.6,47.3,0,2,open,closed,637.05,0,0,1,deactivate the tv,bathroom,night,tv,OFF
34.44,88.46,34.17,67.46,1,0,open,closed,1380.06,0,1,1,activate the light,living_room,night,light,ON
33.89,53.51,85.59,29.11,1,0,closed,open,1630.42,1,1,1,turn on the heater,balcony,evening,heater,ON
21.45,64.61,10.28,68.71,1,3,closed,closed,1165.18,0,1,0,turn off the dehumidifier,kitchen,night,dehumidifier,OFF
39.35,43.08,16.69,69.84,1,1,open,open,1120.44,1,0,1,how s the geyser,bathroom,evening,geyser,ON
26.35,80.93,40.95,71.81,0,2,closed,closed,1890.56,1,0,1,is the tv on,bathroom,night,tv,ON
34.76,42.85,48.43,74.05,1,0,open,closed,1053.66,1,0,1,turn off the dehumidifier,kitchen,morning,dehumidifier,OFF
31.58,52.78,53.6,35.36,1,0,open,closed,1696.49,1,0,1,switch on the aquarium_pump,office,morning,aquarium_pump,ON
37.48,26.4,71.24,75.04,0,3,closed,closed,1529.8,1,0,0,check the cctv_camera,kitchen,morning,cctv_camera,ON
19.06,50.68,70.38,22.38,0,0,open,closed,1645.74,0,0,0,start the air_purifier,bedroom,night,air_purifier,ON
18.79,49.32,86.6,47.94,0,0,closed,open,1674.98,0,1,1,open the geyser,balcony,afternoon,geyser,ON
16.41,77.53,48.86,33.01,0,2,closed,closed,1578.95,0,1,1,close the curtain,kitchen,afternoon,curtain,OFF
22.42,61.85,24.26,41.74,0,2,open,closed,1830.4,1,0,0,switch on the ac,bedroom,evening,ac,ON
28.56,45.78,85.25,50.44,0,3,open,closed,1494.04,1,1,1,is the refrigerator on,office,morning,refrigerator,ON
20.78,89.68,71.76,10.37,1,1,open,closed,1571.4,0,1,1,close the dehumidifier,office,evening,dehumidifier,OFF
25.51,28.28,79.77,20.02,1,2,open,closed,1987.01,1,0,1,activate the curtain,kitchen,afternoon,curtain,ON
26.15,81.15,59.91,63.69,1,1,closed,open,481.71,1,0,0,status of the ac,bathroom,morning,ac,ON
16.57,52.64,38.43,63.34,1,0,closed,open,1253.75,1,1,1,is the aquarium_pump on,office,afternoon,aquarium_pump,ON
31.28,39.85,46.2,46.98,1,1,open,closed,1973.46,0,1,1,open the ac,bathroom,night,ac,ON
38.33,64.82,41.99,56.01,0,3,closed,closed,867.99,1,1,0,turn on the aquarium_pump,garage,night,aquarium_pump,ON
38.34,25.03,12.16,12.73,1,2,open,closed,1687.12,1,1,1,how s the refrigerator,garage,morning,refrigerator,ON
24.66,20.78,77.5,77.85,0,2,closed,closed,531.93,0,1,1,check the curtain,balcony,afternoon,curtain,ON
31.09,27.02,77.56,16.82,1,0,closed,closed,1090.11,1,0,0,switch on the desk_lamp,kitchen,evening,desk_lamp,ON
30.05,76.2,14.95,40.78,1,2,closed,open,1276.69,1,1,1,check the heater,bathroom,night,heater,ON
16.38,41.19,59.36,39.47,0,0,open,open,1933.14,0,0,0,activate the coffee_maker,bedroom,night,coffee_maker,OFF
33.67,23.56,86.04,62.13,0,0,open,closed,1515.87,1,1,1,how s the heater,office,evening,heater,ON
28.53,24.74,7.88,34.14,0,1,closed,closed,1106.93,0,1,0,status of the window,office,night,window,ON
30.33,21.0,28.8,33.02,0,1,open,open,1231.71,1,0,0,how s the refrigerator,office,evening,refrigerator,ON
15.89,84.15,42.36,42.96,0,3,closed,closed,1234.56,0,0,1,is the coffee_maker on,office,night,coffee_maker,OFF
39.46,37.58,39.63,16.09,1,1,closed,closed,1302.81,1,0,1,status of the curtain,office,evening,curtain,ON
35.24,71.74,75.28,62.91,0,3,closed,open,1114.37,1,1,1,switch off the heater,balcony,night,heater,OFF
35.68,41.3,74.58,41.65,0,0,open,closed,1847.66,0,1,0,deactivate the air_purifier,garage,night,air_purifier,OFF
16.77,74.81,56.21,41.93,1,2,closed,closed,749.07,0,1,1,how s the air_purifier,bedroom,morning,air_purifier,ON
34.52,21.03,6.08,77.78,1,3,closed,open,1887.74,0,0,1,open the geyser,office,afternoon,geyser,ON
36.68,25.71,20.23,77.58,1,1,open,closed,662.63,1,1,1,turn on the air_purifier,bathroom,morning,air_purifier,ON
33.41,87.28,76.08,17.19,1,0,closed,open,728.02,1,1,0,stop the dehumidifier,bathroom,night,dehumidifier,OFF
19.16,20.84,48.69,37.02,1,0,open,open,1006.97,0,0,0,what s up with the phone_charger,garage,night,phone_charger,ON
34.44,66.35,47.6,74.87,0,2,open,open,1592.38,1,1,1,what s up with the heater,office,afternoon,heater,ON
20.97,81.06,25.11,32.88,0,2,open,open,1164.88,1,0,0,open the ac,bathroom,morning,ac,ON
26.49,87.23,81.78,31.4,0,2,open,open,1790.64,0,1,1,how s the dehumidifier,kitchen,night,dehumidifier,ON
33.77,74.05,55.56,44.38,1,3,closed,open,1036.6,1,1,1,stop the fan,balcony,night,fan,OFF
39.96,27.39,25.05,54.25,1,1,closed,closed,1225.36,1,0,0,turn on the geyser,balcony,morning,geyser,ON
30.16,26.86,92.31,47.99,1,3,closed,open,1585.03,0,0,0,switch on the dehumidifier,kitchen,evening,dehumidifier,ON
34.94,58.93,87.76,54.73,0,3,open,open,899.33,0,1,0,status of the tv,living_room,night,tv,ON
26.53,36.12,82.39,19.0,1,2,open,open,555.64,0,0,1,stop the refrigerator,bedroom,night,refrigerator,OFF
22.42,37.35,53.41,36.27,0,1,open,closed,1188.37,1,1,0,activate the ac,bathroom,evening,ac,ON
18.78,48.31,99.28,26.72,1,0,open,closed,912.73,0,0,1,check the cctv_camera,living_room,morning,cctv_camera,ON
31.14,65.26,13.83,17.54,0,3,closed,closed,777.69,0,1,1,stop the phone_charger,bathroom,night,phone_charger,OFF
16.18,43.99,69.41,54.11,0,0,closed,open,908.32,0,0,1,how s the geyser,office,night,geyser,ON
37.38,47.37,32.27,18.88,1,0,open,open,1522.33,0,0,1,what s up with the refrigerator,living_room,afternoon,refrigerator,ON
28.56,75.11,19.53,26.71,0,1,open,closed,649.35,0,1,1,turn off the cctv_camera,garage,morning,cctv_camera,OFF
19.96,47.32,32.03,39.17,1,0,closed,closed,1074.42,1,1,0,status of the coffee_maker,living_room,morning,coffee_maker,OFF
33.22,34.0,75.24,63.38,0,0,open,closed,1996.75,1,1,0,close the humidifier,garage,night,humidifier,OFF
21.68,24.97,10.82,72.37,0,1,closed,closed,1816.98,1,1,0,start the music_system,office,evening,music_system,ON
34.59,89.11,80.34,74.71,1,3,closed,closed,747.61,0,1,0,start the coffee_maker,garage,night,coffee_maker,OFF
34.73,78.41,55.97,58.03,0,2,closed,open,1792.14,0,1,0,is the tv off,living_room,evening,tv,OFF
17.64,27.53,97.72,42.33,0,1,closed,open,1752.55,1,0,0,check the curtain,garage,evening,curtain,ON
38.63,46.39,36.06,22.84,0,1,closed,closed,437.76,1,0,0,is the heater off,bathroom,night,heater,OFF
25.68,62.37,24.33,30.25,0,1,closed,closed,914.39,1,0,1,deactivate the dehumidifier,bedroom,evening,dehumidifier,OFF
15.66,89.69,89.18,15.02,1,3,open,open,1716.9,1,1,1,open the cctv_camera,living_room,evening,cctv_camera,ON
25.63,33.56,68.68,25.8,1,1,closed,open,404.05,1,1,0,how s the door,office,morning,door,ON
21.34,88.71,16.9,70.93,1,0,closed,closed,697.03,0,0,1,close the music_system,living_room,afternoon,music_system,OFF
25.73,46.31,85.25,78.28,1,1,open,open,1528.97,1,1,0,deactivate the music_system,living_room,morning,music_system,OFF
25.22,41.16,84.17,59.56,0,2,open,open,780.64,1,0,1,turn on the aquarium_pump,garage,afternoon,aquarium_pump,ON
29.64,35.93,20.66,73.7,1,0,open,closed,1291.18,0,0,0,switch off the humidifier,garage,evening,humidifier,OFF
39.16,82.45,80.36,68.72,0,1,open,closed,635.44,1,0,0,what s up with the geyser,kitchen,morning,geyser,ON
22.8,44.76,9.8,34.56,0,1,closed,closed,1848.5,0,0,1,close the door,garage,morning,door,OFF
35.5,66.55,44.78,15.02,0,3,open,open,1600.0,0,1,1,start the light,garage,morning,light,ON
26.06,53.49,82.16,55.59,1,3,open,closed,1567.4,0,1,0,deactivate the curtain,office,night,curtain,OFF
16.74,37.89,41.1,77.02,0,0,closed,closed,539.22,0,1,1,turn on the aquarium_pump,living_room,afternoon,aquarium_pump,ON
17.01,43.89,42.5,48.75,1,0,closed,open,988.14,1,0,0,check the heater,kitchen,morning,heater,ON
32.83,87.58,91.07,54.58,0,3,open,closed,721.56,1,0,0,check the heater,living_room,evening,heater,ON
24.5,70.48,35.42,67.84,1,0,open,open,1020.94,0,1,0,close the geyser,bedroom,evening,geyser,OFF
29.39,22.35,64.41,57.03,1,0,closed,open,689.71,0,0,1,is the window off,office,night,window,OFF
33.46,87.33,54.25,57.94,0,0,closed,closed,885.65,0,0,1,deactivate the refrigerator,balcony,night,refrigerator,OFF
24.05,88.04,57.3,41.69,1,0,open,closed,1939.58,0,1,1,turn on the humidifier,office,evening,humidifier,ON
33.43,30.2,40.83,79.96,1,2,closed,closed,1616.2,1,0,0,what s up with the light,office,evening,light,ON
15.83,81.21,17.59,58.36,0,3,open,closed,1236.45,0,1,0,stop the refrigerator,kitchen,night,refrigerator,OFF
22.42,46.85,69.85,13.6,0,2,closed,open,1431.56,1,0,1,what s up with the aquarium_pump,garage,morning,aquarium_pump,ON
20.58,53.72,46.27,33.63,1,3,closed,open,865.65,1,1,1,what s up with the music_system,balcony,afternoon,music_system,ON
30.43,32.42,35.79,72.84,1,3,closed,closed,1021.05,1,1,1,how s the water_motor,bathroom,night,water_motor,ON
37.42,46.62,30.81,36.32,0,0,closed,closed,1723.2,1,1,1,start the coffee_maker,balcony,morning,coffee_maker,OFF
26.1,46.06,19.66,42.23,1,3,closed,open,1994.83,1,1,0,switch off the music_system,kitchen,night,music_system,OFF
25.96,81.23,52.51,23.46,0,3,closed,open,1571.92,0,0,1,is the desk_lamp off,garage,evening,desk_lamp,OFF
22.8,68.99,58.16,46.42,0,3,closed,closed,1222.46,1,0,0,what s up with the window,office,morning,window,ON
30.3,54.3,75.55,24.07,1,2,open,closed,1560.16,0,0,0,close the aquarium_pump,kitchen,morning,aquarium_pump,OFF
17.25,67.92,39.97,53.38,1,3,open,open,1426.9,0,0,0,is the ac on,balcony,morning,ac,ON
32.58,47.78,6.25,70.37,1,2,open,closed,602.03,1,1,0,how s the door,garage,morning,door,ON
25.55,29.39,49.57,39.99,1,0,closed,closed,829.0,1,0,1,switch on the desk_lamp,bedroom,night,desk_lamp,ON
33.07,22.8,78.74,18.59,1,2,open,open,1480.72,1,0,0,check the fan,balcony,morning,fan,ON
33.57,45.58,78.59,29.74,0,0,open,closed,1196.87,0,1,1,stop the music_system,balcony,morning,music_system,OFF
26.34,82.11,78.03,45.75,1,0,open,closed,1395.91,0,0,1,is the heater on,office,afternoon,heater,ON
19.53,74.43,63.43,30.39,1,2,open,closed,436.82,0,1,1,start the music_system,kitchen,night,music_system,ON
25.46,27.88,18.05,31.19,1,2,open,open,1631.13,1,1,0,turn off the cctv_camera,bedroom,morning,cctv_camera,OFF
37.94,85.89,92.18,34.25,0,1,open,closed,1414.49,1,1,1,what s up with the water_motor,kitchen,evening,water_motor,ON
31.51,42.99,6.7,59.41,1,1,open,open,1206.88,1,1,1,turn off the heater,bathroom,morning,heater,OFF
33.96,23.88,11.48,23.96,1,0,open,closed,489.88,1,0,0,activate the window,bathroom,evening,window,ON
20.32,81.82,26.57,46.93,1,1,closed,closed,1897.26,0,1,1,is the water_motor on,living_room,evening,water_motor,ON
16.97,67.71,68.76,34.47,0,3,open,open,967.27,1,0,0,stop the phone_charger,garage,morning,phone_charger,OFF
29.9,57.41,41.89,48.57,0,3,open,closed,1321.04,0,0,0,switch off the water_motor,bathroom,night,water_motor,OFF
37.11,86.33,27.21,22.37,1,2,closed,open,1259.0,1,1,0,is the refrigerator off,kitchen,morning,refrigerator,OFF
37.47,77.9,66.6,16.64,0,1,open,open,1000.5,0,1,1,start the fan,bedroom,morning,fan,ON
21.89,46.61,59.0,43.09,0,2,closed,open,1764.94,1,1,0,switch off the music_system,bathroom,afternoon,music_system,OFF
38.0,25.67,71.05,42.61,1,2,open,open,865.55,0,0,1,activate the dehumidifier,bedroom,afternoon,dehumidifier,ON
38.89,77.01,91.02,65.14,0,0,closed,closed,1380.61,0,1,1,check the tv,garage,night,tv,ON
24.79,47.13,98.32,20.23,0,3,closed,open,1031.11,1,1,0,how s the humidifier,bathroom,evening,humidifier,ON
31.43,33.31,98.95,52.86,1,0,closed,open,1698.51,0,0,0,deactivate the desk_lamp,bathroom,afternoon,desk_lamp,OFF
31.87,62.47,97.55,46.59,1,0,closed,open,1165.49,0,1,1,open the ac,garage,afternoon,ac,ON
25.27,22.53,22.6,18.47,1,0,open,open,759.0,1,0,0,how s the water_motor,balcony,afternoon,water_motor,ON
23.06,27.8,93.24,22.66,1,1,closed,open,533.13,1,0,1,deactivate the desk_lamp,living_room,night,desk_lamp,OFF
36.36,53.86,88.76,38.61,0,1,open,open,997.94,0,0,1,stop the air_purifier,bedroom,evening,air_purifier,OFF
15.12,87.22,15.58,16.52,0,1,closed,closed,1929.88,1,1,1,switch off the desk_lamp,garage,evening,desk_lamp,OFF
32.0,84.33,90.11,16.13,0,0,open,closed,719.09,1,1,1,is the refrigerator off,living_room,evening,refrigerator,OFF
26.45,51.69,46.19,69.56,1,1,closed,open,1350.58,1,0,1,status of the desk_lamp,garage,night,desk_lamp,ON
31.0,69.13,19.01,55.06,1,3,open,closed,1817.16,0,0,0,deactivate the geyser,balcony,morning,geyser,OFF
23.77,47.28,17.24,23.09,1,2,open,closed,1964.49,0,0,0,check the water_motor,living_room,night,water_motor,ON
33.97,84.67,16.2,62.64,1,1,open,open,598.84,1,1,0,turn off the aquarium_pump,office,afternoon,aquarium_pump,OFF
19.84,63.28,16.2,55.15,0,0,open,closed,415.76,0,0,0,what s up with the fan,living_room,morning,fan,ON
31.67,74.29,73.43,52.23,0,1,open,open,914.4,1,1,0,is the fan off,balcony,evening,fan,OFF
32.81,66.65,30.36,16.48,0,0,closed,closed,1488.29,1,1,1,status of the phone_charger,living_room,morning,phone_charger,ON
19.23,72.67,48.79,36.82,1,3,open,open,1973.99,0,1,0,switch on the dehumidifier,bathroom,night,dehumidifier,ON
35.47,55.57,21.59,13.09,0,3,closed,open,1757.92,0,1,0,close the fan,bathroom,morning,fan,OFF
37.35,70.49,11.84,43.05,0,1,open,closed,1007.04,1,0,0,stop the desk_lamp,garage,morning,desk_lamp,OFF
19.52,27.96,19.03,57.03,1,1,closed,open,1571.34,0,0,1,check the music_system,kitchen,afternoon,music_system,ON
27.92,49.49,72.69,79.31,1,1,closed,closed,687.21,1,1,1,check the dehumidifier,garage,night,dehumidifier,ON
15.38,34.62,14.13,16.96,1,1,closed,closed,1582.51,1,0,1,deactivate the light,garage,evening,light,OFF
16.09,71.17,94.6,21.68,1,1,closed,closed,487.39,0,0,0,deactivate the cctv_camera,garage,night,cctv_camera,OFF
31.19,36.34,38.72,20.64,0,3,open,closed,1147.29,1,1,1,start the phone_charger,kitchen,morning,phone_charger,ON
38.96,83.62,62.34,73.89,1,1,open,closed,1498.66,1,0,1,turn on the phone_charger,kitchen,evening,phone_charger,ON
33.28,59.21,97.44,49.47,0,0,open,closed,1779.31,0,0,0,turn on the dehumidifier,office,night,dehumidifier,ON
34.7,50.5,53.55,36.56,0,3,closed,open,481.73,0,1,0,turn on the air_purifier,office,afternoon,air_purifier,ON
19.35,49.24,74.59,77.44,0,0,closed,open,1071.29,0,0,0,what s up with the fan,living_room,night,fan,ON
33.43,72.0,21.57,49.23,1,3,closed,closed,827.24,1,0,1,turn on the fan,office,night,fan,ON
36.8,53.57,98.93,57.82,1,2,closed,open,1516.04,1,0,0,how s the door,kitchen,evening,door,ON
24.96,44.3,92.92,18.09,1,2,open,open,1188.17,0,0,0,open the window,kitchen,evening,window,ON
33.49,54.98,64.86,30.75,1,2,open,closed,1613.65,1,0,0,is the water_motor off,garage,afternoon,water_motor,OFF
36.96,54.93,27.6,67.52,0,0,closed,open,1635.18,1,1,1,switch on the window,balcony,night,window,ON
27.47,62.9,19.48,17.46,1,3,closed,closed,1174.64,0,1,1,start the music_system,kitchen,afternoon,music_system,ON
35.08,40.32,96.95,29.21,0,2,open,open,1344.82,0,0,0,close the ac,bedroom,afternoon,ac,OFF
39.79,58.4,63.23,22.74,0,0,closed,open,1062.69,0,0,1,status of the desk_lamp,office,evening,desk_lamp,ON
32.44,41.75,40.26,57.18,0,2,open,open,1017.2,0,1,1,switch off the aquarium_pump,garage,morning,aquarium_pump,OFF
